"","Neighborhood","Cluster","Address","Reposting.ID","Description","Price","Bedrooms","Square.Footage","Link","ID","City"
"355","Fishtown",10,"(Fishtown)",5279321161,"Bi-Level New Construction in NLFISHTOWN 1Br/1Ba! Roof Deck+Storage!","$1,700 ",1,750,"/apa/5541729802.html",5541729802,"Philadelphia"
"356","Fishtown",10,"(Fishtown)",NA,"TERRIFIC 1 BEDROOM APARTMENT WW/D & DECK!","$995 ",1,800,"/apa/5540809501.html",5540809501,"Philadelphia"
"357","Fishtown",10,"(Fishtown)",5279308409,"***New Construction Bi-Level in Fishtown 1Br/1Ba With Private Storage!","$1,450 ",1,725,"/apa/5541729927.html",5541729927,"Philadelphia"
"358","Fishtown",10,"(Fishtown)",5442300626,"Amazing New Construction 2Br/2Ba with Deck! MUST SEE!","$1,500 ",2,800,"/apa/5541759187.html",5541759187,"Philadelphia"
"359","Fishtown",10,"(Fishtown)",NA,"Luxury New Construction! Church Lofts with ultra high-end finishes","$2,000 ",1,NA,"/apa/5541020034.html",5541020034,"Philadelphia"
"360","Fishtown",10,"(Fishtown)",5279308409,"***New Construction Bi-Level in Fishtown 1Br/1Ba With Private Storage!","$1,450 ",1,725,"/apa/5541771409.html",5541771409,"Philadelphia"
"361","Fishtown",10,"(FISHTOWN)",NA,"Four bedroom Home fenced in yard","$900 ",4,NA,"/apa/5540834288.html",5540834288,"Philadelphia"
"362","Fishtown",10,"(Fishtown)",4807783643,"Cozy Private House","$1,200 ",2,NA,"/apa/5537759477.html",5537759477,"Philadelphia"
"363","Fishtown",10,"(Fishtown)",5520024369,"Amazing New Construction Luxury 2Br/1Ba in Prime Fishtown Location !!!","$2,000 ",2,NA,"/apa/5541087449.html",5541087449,"Philadelphia"
"364","Fishtown",10,"(Fishtown)",5520013693,"Luxury New Construction in Fishrown 1Br/1Ba! Yard! Amazing Location!","$1,600 ",1,NA,"/apa/5541759020.html",5541759020,"Philadelphia"
"365","Fishtown",10,"(Fishtown)",NA,"Modern 2BD/2.5BA, Hardwood, Luxury Kitchen, Balcony","$2,000 ",2,NA,"/apa/5540966590.html",5540966590,"Philadelphia"
"366","Fishtown",10,"(Fishtown)",5442296286,"New Construction 3Br/3Ba in Fishtown With Private Back Yard!","$1,800 ",3,1450,"/apa/5541068258.html",5541068258,"Philadelphia"
"367","Fishtown",10,"(Fishtown)",5442296286,"New Construction 3Br/3Ba in Fishtown With Private Back Yard!","$1,800 ",3,1450,"/apa/5541771704.html",5541771704,"Philadelphia"
"368","Fishtown",10,"(Fishtown)",5520001024,"Amazing New Construction in the Heart of Fishtown! Must See!","$2,200 ",2,NA,"/apa/5541068355.html",5541068355,"Philadelphia"
"369","Fishtown",10,"(Fishtown)",5520013693,"Luxury New Construction in Fishrown 1Br/1Ba! Yard! Amazing Location!","$1,600 ",1,NA,"/apa/5541068365.html",5541068365,"Philadelphia"
"370","Fishtown",10,"(Fishtown)",5520001024,"Amazing New Construction in the Heart of Fishtown! Must See!","$2,200 ",2,NA,"/apa/5541747398.html",5541747398,"Philadelphia"
"371","Fishtown",10,"(Fishtown)",5520024369,"Amazing New Construction Luxury 2Br/1Ba in Prime Fishtown Location !!!","$2,000 ",2,NA,"/apa/5541666991.html",5541666991,"Philadelphia"
"372","Fishtown",10,"(Fishtown)",NA,"Luxury New Construction! Church Lofts with ultra high-end finishes","$1,600 ",1,NA,"/apa/5541129259.html",5541129259,"Philadelphia"
"373","Fishtown",10,"(Fishtown)",5520001024,"Amazing New Construction in the Heart of Fishtown! Must See!","$2,200 ",2,NA,"/apa/5541695742.html",5541695742,"Philadelphia"
"374","Fishtown",10,"(Fishtown)",5442304284,"Amazing New Construction in Fishtown 2Br/2Ba With Roof Deck!","$1,700 ",2,800,"/apa/5541771609.html",5541771609,"Philadelphia"
"375","Fishtown",10,"(Fishtown)",5538065354,"Newly Renovated w Patio & Close to I-95!","$1,250 ",2,898,"/apa/5541659639.html",5541659639,"Philadelphia"
"376","Fishtown",10,"(Fishtown)",5442296286,"New Construction 3Br/3Ba in Fishtown With Private Back Yard!","$1,800 ",3,1450,"/apa/5541747310.html",5541747310,"Philadelphia"
"377","Fishtown",10,"(Fisthown)",4897622236,"RENOVATED HUGE 3 BEDROOM HOUSE IN FISHTOWN","$1,900 ",3,1800,"/apa/5503493716.html",5503493716,"Philadelphia"
"378","Fishtown",10,"(Fishtown)",NA,"Sunny 3BR in Fishtown wNew Kitchen! Available May!","$1,800 ",3,NA,"/apa/5515231611.html",5515231611,"Philadelphia"
"379","Fitler Square",9,"(Fitler Square)",NA,"LARGE 3 BED/2 BATH WITH DECK & FIREPLACES AVAIL. JUNE","$3,150 ",3,1542,"/apa/5525961112.html",5525961112,"Philadelphia"
"380","Fitler Square",9,"(Fitler Square)",5484934203,"Gorgeous 2 Bedroom on Fitler Square, New Kitchen & Bath","$2,150 ",2,832,"/apa/5535966063.html",5535966063,"Philadelphia"
"381","Fitler Square",9,"(Fitler Square)",NA,"WILL BE RENOVATED, FITLER SQUARE 2 BED, NEW KITCHEN & BATH","$2,150 ",2,850,"/apa/5506821150.html",5506821150,"Philadelphia"
"382","Fitler Square",9,"(Fitler Square)",NA,"FITLER SQUARE 2 BED WITH DECK, FIREPLACE, LAUNDRY & AVAILABLE PARKING","$2,150 ",2,1020,"/apa/5506808211.html",5506808211,"Philadelphia"
"383","Fox Chase/ Burholme",13,"(Fox Chase - NE Philly)",4614159102,"Beautifully Remodeled 2BR Duplex with Garage","$895 ",2,1400,"/apa/5541621781.html",5541621781,"Philadelphia"
"384","Fox Chase/ Burholme",13," (Fox Chase, NE Philly)",4805352952,"Large Duplex","$745 ",1,650,"/apa/5516972827.html",5516972827,"Philadelphia"
"385","Fox Chase/ Burholme",13,"(Fox Chase - NE Philly)",4614156207,"Beautifully Remodeled 2BR Duplex with Garage","$895 ",2,1400,"/apa/5541622871.html",5541622871,"Philadelphia"
"386","Fox Chase/ Burholme",13,"(Fox Chase)",NA,"1 Bathroom - 4 Bedrooms This is a Freddie Mac First look initiative","$549 ",4,1575,"/apa/5541459510.html",5541459510,"Philadelphia"
"387","Fox Chase/ Burholme",13,"(Fox Chase - NE Philly)",4614159102,"Beautifully Remodeled 2BR Duplex with Garage","$895 ",2,1400,"/apa/5541624426.html",5541624426,"Philadelphia"
"388","Fox Chase/ Burholme",13,"(Fox Chase)",NA,"2 Bathrooms - 3 Bedrooms Full basement has laundry area, storage area","$519 ",3,1584,"/apa/5533423078.html",5533423078,"Philadelphia"
"389","Fox Chase/ Burholme",13,"(Fox Chase)",NA,"1 Bathroom - 2 Bedrooms The back door leads out to an expansive yard","$487 ",2,780,"/apa/5533230941.html",5533230941,"Philadelphia"
"390","Fox Chase/ Burholme",13,"(Fox Chase)",NA,"2 Bathrooms - 2 Bedrooms The property has a very modern fireplace","$599 ",2,NA,"/apa/5494757795.html",5494757795,"Philadelphia"
"391","Fox Chase/ Burholme",13,"(Fox Chase)",NA,"2 Bathrooms - 2 Bedrooms This is hands down one of the best units in","$540 ",2,1184,"/apa/5533273114.html",5533273114,"Philadelphia"
"392","Fox Chase/ Burholme",13," (Fox Chase, NE Philly)",4805352952,"Fox Chase Duplex","$745 ",1,650,"/apa/5541620574.html",5541620574,"Philadelphia"
"393","Fox Chase/ Burholme",13," (Fox Chase, NE Philly)",4805352952,"Fox Chase Duplex","$745 ",1,650,"/apa/5516968513.html",5516968513,"Philadelphia"
"394","Fox Chase/ Burholme",13,"(Fox Chase - NE Philly)",4613437336,"Beautifully Remodeled 2BR Duplex with Garage","$895 ",2,1400,"/apa/5541623354.html",5541623354,"Philadelphia"
"395","Francisville",12,"(francisville)",NA,"3 bedroom bi-level","$1,799 ",3,NA,"/apa/5519625125.html",5519625125,"Philadelphia"
"396","Francisville",12,"(Francisville)",NA,"Beautiful 2 Bed 2 Bath Spacious Loft Style Apartment","$1,750 ",2,1249,"/apa/5506510944.html",5506510944,"Philadelphia"
"397","Frankford",16,"(FRANKFORD)",NA,"Twin home Frankford Pets are okay","$775 ",3,NA,"/apa/5540834289.html",5540834289,"Philadelphia"
"398","Garden Court",3,"(4701 Pine Street - Spruce Hill)",NA,"Best Price Per Sq. Ft. In University City - 1/2 Month Rent Free","$1,295 ",1,1010,"/apa/5541009483.html",5541009483,"Philadelphia"
"399","Garden Court",3,"(4701 Pine Street - University City)",5293125910,"Oh, Snap! Garden Court Plaza Is Here. . .","$1,295 ",1,1010,"/apa/5541021744.html",5541021744,"Philadelphia"
"400","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Beep. . .. Beeeep. . . Beep. . . Beeeep. This Should Be On Your Radar","$1,545 ",2,1200,"/apa/5541940875.html",5541940875,"Philadelphia"
"401","Garden Court",3," (University City, 47th and Pine)",NA,"New spacious furnished luxury condo University City","$1,275 ",1,NA,"/apa/5523527654.html",5523527654,"Philadelphia"
"402","Garden Court",3,"(4701 Pine Street - University City)",NA,"1/2 Month Rent Free -- Unique 3 BD Living at Garden Court Plaza","$2,405 ",3,1700,"/apa/5540814834.html",5540814834,"Philadelphia"
"403","Garden Court",3,"(4701 Pine Street - University City)",5293139852,"University City, 4701 Pine Street -- Home Is Here -- Click To See","$1,335 ",1,1020,"/apa/5541784986.html",5541784986,"Philadelphia"
"404","Garden Court",3,"(4701 Pine Street - Spruce Hill)",NA,"Introducing: 3 Bedroom Apartment | 1/2 Month Rent Free & Free Parking","$2,405 ",3,1700,"/apa/5541012556.html",5541012556,"Philadelphia"
"405","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Get Your West Philadelphia Look Here!","$1,585 ",2,1300,"/apa/5540996101.html",5540996101,"Philadelphia"
"406","Garden Court",3,"(4701 Pine Street - University City)",5293125910,"Oh, Snap! Garden Court Plaza Is Here. . .","$1,295 ",1,1010,"/apa/5541877295.html",5541877295,"Philadelphia"
"407","Garden Court",3,"(4701 Pine Street - University City)",5293125910,"Introducing the NEW Garden Court Plaza Apartments -- Click To See","$1,275 ",1,1010,"/apa/5541034841.html",5541034841,"Philadelphia"
"408","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Get Your West Philadelphia Look Here!","$1,585 ",2,1300,"/apa/5541877848.html",5541877848,"Philadelphia"
"409","Garden Court",3,"(4701 Pine Street - University City)",5293125910,"Introducing the NEW Garden Court Plaza Apartments -- Click To See","$1,295 ",1,1010,"/apa/5541940155.html",5541940155,"Philadelphia"
"410","Garden Court",3,"(4701 Pine Street - West Philadelphia)",NA,"One Of The Largest 'Green Roofs' In Philadelphia - 1/2 Month Rent Free","$1,335 ",1,1020,"/apa/5541157158.html",5541157158,"Philadelphia"
"411","Garden Court",3,"(4701 Pine Street - University City)",NA,"Now Leasing For 2016 School Year -- 1/2 Month Rent Free & Free Parking","$1,545 ",2,1200,"/apa/5540751250.html",5540751250,"Philadelphia"
"412","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Who Pays For Parking? 1 Month Rent Free + Indoor Parking","$1,585 ",2,1300,"/apa/5541940186.html",5541940186,"Philadelphia"
"413","Garden Court",3,"(4702 Pine Street - Garden Court)",NA,"Perfect For Roommates | 1/2 Month Rent Free & Free Parking","$1,545 ",2,1200,"/apa/5541159027.html",5541159027,"Philadelphia"
"414","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Who Pays For Parking? 1/2 Month Rent Free & Free Parking","$1,585 ",2,1300,"/apa/5541035319.html",5541035319,"Philadelphia"
"415","Garden Court",3,"(4701 Pine Street - West Philadelphia)",5291767892,"Beep. . .. Beeeep. . . Beep. . . Beeeep. This Should Be On Your Radar","$1,545 ",2,1200,"/apa/5541021704.html",5541021704,"Philadelphia"
"416","Garden Court",3,"(4701 Pine Street - University City)",5293139852,"University City, 4701 Pine Street -- Home Is Here -- Click To See","$1,335 ",1,1020,"/apa/5540996081.html",5540996081,"Philadelphia"
"417","Gayborhood",5,"(1101 Locust St Unit #4M(19107))",NA,"Great 1BR/1BA Apartment","$2,300 ",1,653,"/apa/5529626836.html",5529626836,"Philadelphia"
"418","Gayborhood",5,"(1334 Walnut Street)",5206393646,"Beautiful Space -Historic Building - Center City","$1,700 ",1,650,"/apa/5507833349.html",5507833349,"Philadelphia"
"419","Gayborhood",5,"(1334 Walnut Street)",5206393646,"Two blocks from Jefferson Hospital","$1,600 ",1,650,"/apa/5521366929.html",5521366929,"Philadelphia"
"420","Gayborhood",5,"(1217 Pine st)",5536026746,"Stunning and completely Renovated 3 BR wPRIVATE DECK! Washington Sq","$3,750 ",3,NA,"/apa/5541175954.html",5541175954,"Philadelphia"
"421","Gayborhood",5,"(1321 Spruce St)",NA,"OPEN HOUSE TODAY 4/16 !!!!! 10:00AM-6:00PM!!!!!!!!!!!!!!!!!!!!!!!!!!!!","$1,600 ",2,NA,"/apa/5541777133.html",5541777133,"Philadelphia"
"422","Gayborhood",5,"(1218 Walnut)",4865643711,"Vintage one bedroom in the heart of Midtown Village!","$1,375 ",1,700,"/apa/5540823090.html",5540823090,"Philadelphia"
"423","Gayborhood",5,"(1218 Walnut)",4865643711,"Vintage one bedroom in the heart of Midtown Village!","$1,370 ",1,700,"/apa/5540820273.html",5540820273,"Philadelphia"
"424","Gayborhood",5," (138 S 11th St Unit #4,PA 19107)",NA,"Fabulous Full Renovated 1BR Apartment","$1,895 ",1,NA,"/apa/5541499221.html",5541499221,"Philadelphia"
"425","Gayborhood",5,"(Center City/Midtown)",NA,"Beautiful 2 Bedroom Apt. w/All Amenities!!!!!","$2,700 ",2,1100,"/apa/5513263239.html",5513263239,"Philadelphia"
"426","Gayborhood",5,"(1321 Spruce St)",NA,"OPEN HOUSE TODAY 4/16 !!!!! 10:00AM-6:00PM!!!!!!!!!!!!!!!!!!!!!!!!!!!!","$1,300 ",1,NA,"/apa/5541775156.html",5541775156,"Philadelphia"
"427","Gayborhood",5,"(250 S 13th St)",NA,"Fully Renovated Corner Condo with a Wonderful Open Floor Plan","$2,400 ",2,NA,"/apa/5515472260.html",5515472260,"Philadelphia"
"428","Gayborhood",5,"(Spruce and Broad)",5504677742,"Spacious two bedroom apartment with updated kitchen! Center City","$2,000 ",2,NA,"/apa/5541750199.html",5541750199,"Philadelphia"
"429","Gayborhood",5,"(1217 Pine st)",NA,"Great 3BR/2.5BA house in Prime center city Location.","$3,750 ",3,NA,"/apa/5535572814.html",5535572814,"Philadelphia"
"430","Germantown",2,"(633 W. Rittenhouse Street)",4906158240,"WONDERFUL WORLD OF WINDOWS","$1,765 ",2,950,"/apa/5541296391.html",5541296391,"Philadelphia"
"431","Germantown",2,"(633 W. Rittenhouse Street)",4906195685,"We Do ALL The Work For YOU. . . Just Click To See!","$1,695 ",2,950,"/apa/5541299540.html",5541299540,"Philadelphia"
"432","Germantown",2,"(633 W. Rittenhouse Street)",4906195685,"2 BD - Perfect Living Offering Comfort, Style & Convenience","$1,775 ",2,950,"/apa/5541297682.html",5541297682,"Philadelphia"
"433","Germantown",2,"(633 W. Rittenhouse Street)",4906194694,"ATTN: ALLERGY SEASON! I'm Allergic To Dumpy Apartments","$1,725 ",2,950,"/apa/5541244089.html",5541244089,"Philadelphia"
"434","Germantown",2,"(Germantown)",5519801549,"Huge Single 5 Bedrooms/2 Bath w/hardwood, central air, eat-in kitchen","$1,650 ",5,NA,"/apa/5540989023.html",5540989023,"Philadelphia"
"435","Germantown",2,"(633 W. Rittenhouse Street)",4906158240,"New Apartment Where Quality Counts","$1,775 ",2,950,"/apa/5541249000.html",5541249000,"Philadelphia"
"436","Germantown",2,"(633 W. Rittenhouse Street)",4906195685,"Rittenhouse Hill Offers Everything You Need To Live Luxuriously","$1,725 ",2,950,"/apa/5541265093.html",5541265093,"Philadelphia"
"437","Germantown",2,"(Germantown)",NA,"Consider Germantown, Great Bi-Level 2 Bdrm.","$1,375 ",2,1600,"/apa/5507475489.html",5507475489,"Philadelphia"
"438","Germantown",2,"(633 W. Rittenhouse Street)",NA,"Dog Friendly Community in Beautiful Fairmount Park - 1 Month Rent Free","$1,475 ",1,750,"/apa/5540800560.html",5540800560,"Philadelphia"
"439","Germantown",2,"(633 W. Rittenhouse Street)",NA,"GYM >>>> SNOOZE BUTTON | 1/2 Month Rent Free","$1,455 ",1,725,"/apa/5540995829.html",5540995829,"Philadelphia"
"440","Germantown",2,"(633 W. Rittenhouse Street)",4906195685,"When Does All That Hard Work Finally Pay Off!?! HERE & NOW!","$1,315 ",1,550,"/apa/5541241076.html",5541241076,"Philadelphia"
"441","Germantown",2,"(633 W. Rittenhouse Street)",NA,"Stress Free Living - 1 BD @ Rittenhouse Hill | 1/2 Month Rent Free","$1,395 ",1,725,"/apa/5541153973.html",5541153973,"Philadelphia"
"442","Germantown",2,"(633 W. Rittenhouse Street)",4906195685,"1 BD - Pet Friendly - Fitness Center - Reading Zen Garden","$1,345 ",1,550,"/apa/5541263513.html",5541263513,"Philadelphia"
"443","Germantown",2,"(Germantown)",NA,"4914 Knox St - beautiful Apt on 3rd Floor with a DECK","$785 ",1,NA,"/apa/5534931756.html",5534931756,"Philadelphia"
"444","Germantown",2,"(633 W. Rittenhouse Street)",NA,"""I knew from the moment I stepped in, this is where I wanted to LIVE!""","$950 ",2,950,"/apa/5540725235.html",5540725235,"Philadelphia"
"445","Germantown",2,"(Germantown)",5342653370,"section 8 ok- 3 bedrooms NEW HOUSE- 4919 Keyser St","$1,200 ",3,NA,"/apa/5541541796.html",5541541796,"Philadelphia"
"446","Germantown",2,"(Germantown)",4208600016,"Large 1bedroom with attic loft","$875 ",1,600,"/apa/5541828659.html",5541828659,"Philadelphia"
"447","Germantown",2,"(633 W. Rittenhouse Street)",4906141095,"Modern 1 BD @ Rittenhouse Hill Apartments - Stylish Living","$1,455 ",1,750,"/apa/5541250970.html",5541250970,"Philadelphia"
"448","Germantown",2,"(Germantown)",5310496538,"Rooms for rent","$100 ",1,NA,"/apa/5541783234.html",5541783234,"Philadelphia"
"449","Germantown",2,"(633 W. Rittenhouse Street)",4906194694,"1 BD - Chef's Gourmet Kitchen & Spa Bathroom","$1,465 ",1,725,"/apa/5541262430.html",5541262430,"Philadelphia"
"450","Germantown",2,"(Historic Germantown)",NA,"Historic Germantown two story home","$900 ",3,NA,"/apa/5540489223.html",5540489223,"Philadelphia"
"451","Germantown",2,"(633 W. Rittenhouse Street)",4906531736,"Own A Pet? We Welcome Them! World-Class Pet Friendly Amenities","$1,455 ",1,725,"/apa/5541268472.html",5541268472,"Philadelphia"
"452","Germantown",2,"(633 W. Rittenhouse Street)",NA,"Let Us Show You What Having It All Really Means. . .1/2 Month Rent Free","$1,495 ",1,725,"/apa/5540809653.html",5540809653,"Philadelphia"
"453","Germantown",2,"(germantown)",4724423464,"4908 Knox St-3rd FL-ONLY ELECTRIC- ready to move in","$785 ",1,NA,"/apa/5541536598.html",5541536598,"Philadelphia"
"454","Germantown",2,"(Germantown)",5342648978,"4919 Keyser St. - beautiful house - ready to move in","$1,200 ",3,NA,"/apa/5541536262.html",5541536262,"Philadelphia"
"455","Germantown",2,"(633 W. Rittenhouse Street)",NA,"Must See 2 BD - SPEECHLESS!? We are too. . ..1/2 Month Rent Free","$1,795 ",2,950,"/apa/5541002816.html",5541002816,"Philadelphia"
"456","Germantown",2,"(633 W. Rittenhouse Street)",NA,"New View, New You. . . Live Up In The Sky | 1/2 Month Rent Free","$1,795 ",2,950,"/apa/5541147076.html",5541147076,"Philadelphia"
"457","Germantown",2,"(633 W. Rittenhouse Street)",4906158240,"Top Of The Line Luxury -- Ultra Modern -- Contemporary Living","$1,725 ",2,950,"/apa/5541252484.html",5541252484,"Philadelphia"
"458","Germantown",2,"(germantown historic)",3973503720,"4914 Knox st- 3rd FL - great location - ready to move in","$785 ",1,NA,"/apa/5541541596.html",5541541596,"Philadelphia"
"459","Graduate Hospital",9,"(2223 Grays Ferry Ave.)",NA,"Grad Hosp Contempary 1BR apt., H/W flr. C/A, W/D","$1,395 ",1,NA,"/apa/5537443536.html",5537443536,"Philadelphia"
"460","Grays Ferry",9,"(Grays Ferry)",NA,"Available Now! Adorable 2-Story 2BD/1BA, Hardwoods, Stainless, Laundry","$900 ",2,NA,"/apa/5540892488.html",5540892488,"Philadelphia"
"461","Grays Ferry",9,"(Grays Ferry)",NA,"TERRIFIC 2 BEDROOM HOUSE!","$795 ",2,1001,"/apa/5527440030.html",5527440030,"Philadelphia"
"462","Haddington",8,"(162 n millick)",5404165009,"3 bed 1 bath SECTION 8 ONLY!","$900 ",3,1016,"/apa/5540888012.html",5540888012,"Philadelphia"
"463","Haddington",8,"(162 n millick)",5404165009,"3 bed 1 bath SECTION 8 ONLY!","$900 ",3,1016,"/apa/5540898108.html",5540898108,"Philadelphia"
"464","Harrowgate",10,"(HARROWGATE)",NA,"Spacious Three bedroom Harrowgate","$600 ",3,NA,"/apa/5540844145.html",5540844145,"Philadelphia"
"465","Hawthorne",9,"(1100 block South St)",1933949409,"Private bedroom for rent in townhouse on South Street","$800 ",1,1250,"/apa/5535154608.html",5535154608,"Philadelphia"
"466","Holmesburg",13,"(HolmesBurg)",NA,"1.5 Bathrooms - 4 Bedrooms Huge fenced in yard quiet culdisac Gas /","$500 ",4,1800,"/apa/5509447490.html",5509447490,"Philadelphia"
"467","Holmesburg",13,"(HolmesBurg)",NA,"1.5 Bathrooms - 2 Bedrooms A well thought out and expertly built home","$590 ",2,964,"/apa/5527251509.html",5527251509,"Philadelphia"
"468","Holmesburg",13,"(HolmesBurg)",NA,"1 Bathroom - 2 Bedrooms The open floor plan consists of a kitchen","$562 ",2,1124,"/apa/5494723752.html",5494723752,"Philadelphia"
"469","Holmesburg",13,"(HolmesBurg)",NA,"1 Bathroom - 2 Bedrooms THIS INVESTMENT PROPERTY IS BEING SOLD AS A","$937 ",2,520,"/apa/5527285869.html",5527285869,"Philadelphia"
"470","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5537142564.html",5537142564,"Philadelphia"
"471","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/PHILADELPHIA","$775 ",2,NA,"/apa/5537153337.html",5537153337,"Philadelphia"
"472","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5537149353.html",5537149353,"Philadelphia"
"473","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5538047453.html",5538047453,"Philadelphia"
"474","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5538039293.html",5538039293,"Philadelphia"
"475","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5537137733.html",5537137733,"Philadelphia"
"476","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5537160571.html",5537160571,"Philadelphia"
"477","Hunting Park",2,"(Hunting Park)",4905874680,"NEWLY UPDATED PHILA/HUNTING PARK","$775 ",2,NA,"/apa/5537146159.html",5537146159,"Philadelphia"
"478","Juniata Park/ Feltonville",10,"(JUNIATA Park)",NA,"Three bedroom Fenced in yard","$825 ",3,NA,"/apa/5540844225.html",5540844225,"Philadelphia"
"479","Kensington",10,"(Kensington)",NA,"Tired of Being Turned Down? Move Today!","$700 ",3,NA,"/apa/5540763357.html",5540763357,"Philadelphia"
"480","Kensington",10,"(Kensington)",5243719136,"3BR Townhouse for Rent","$700 ",3,NA,"/apa/5541607025.html",5541607025,"Philadelphia"
"481","Kensington",10,"(Lower Kensington)",NA,"Lease Purchase Option! Great Opportunity!","$700 ",3,NA,"/apa/5540742809.html",5540742809,"Philadelphia"
"482","Kingsessing",3,"(Kingsessing)",NA,"Appliances Kingsessing 3 bedroom","$800 ",3,NA,"/apa/5540539640.html",5540539640,"Philadelphia"
"483","Logan/ Ogontz/ Fern Rock",2,"(Logan Philadelphia)",NA,"Section 8 ONLY!! 3Bedroom House","$1,050 ",3,1370,"/apa/5521413648.html",5521413648,"Philadelphia"
"484","Logan/ Ogontz/ Fern Rock",2,"(Logan Philadelphia)",NA,"Spacious One Bedroom","$675 ",1,NA,"/apa/5523891099.html",5523891099,"Philadelphia"
"485","Logan/ Ogontz/ Fern Rock",2,"(Logan)",NA,"3 bed 2 bath 2 story house with all new carpeting","$850 ",3,NA,"/apa/5513688141.html",5513688141,"Philadelphia"
"486","Manayunk",6,"(4601 Flat Rock Road)",NA,"Looking for your next home sweet home","$2,450 ",2,2115,"/apa/5541149995.html",5541149995,"Philadelphia"
"487","Manayunk",6,"(4601 Flat Rock Road)",NA,"Amenities you deserve at rates you'll love","$1,920 ",1,930,"/apa/5541515984.html",5541515984,"Philadelphia"
"488","Manayunk",6,"(4601 Flat Rock Road)",NA,"Spacious modern luxury living","$2,405 ",2,1958,"/apa/5541180970.html",5541180970,"Philadelphia"
"489","Manayunk",6,"(4601 Flat Rock Road)",NA,"Amenities you deserve at rates you'll love","$2,515 ",2,2115,"/apa/5541191263.html",5541191263,"Philadelphia"
"490","Manayunk",6,"(4601 Flat Rock Road)",NA,"Love where you live","$2,220 ",2,1428,"/apa/5541262733.html",5541262733,"Philadelphia"
"491","Manayunk",6,"(4601 Flat Rock Road)",NA,"Come see what makes living with us exceptional","$2,800 ",3,1958,"/apa/5541203838.html",5541203838,"Philadelphia"
"492","Manayunk",6,"(4601 Flat Rock Road)",NA,"Looking for your next home sweet home","$2,120 ",2,1234,"/apa/5541514716.html",5541514716,"Philadelphia"
"493","Manayunk",6,"(4601 Flat Rock Road)",NA,"Living in excellence","$2,120 ",2,1234,"/apa/5541512555.html",5541512555,"Philadelphia"
"494","Manayunk",6,"(4601 Flat Rock Road)",NA,"Luxury, Location, and Convenience","$2,450 ",2,2115,"/apa/5541689224.html",5541689224,"Philadelphia"
"495","Manayunk",6,"(4601 Flat Rock Road)",NA,"Love where you live","$2,450 ",2,2115,"/apa/5541533599.html",5541533599,"Philadelphia"
"496","Manayunk",6,"(4601 Flat Rock Road)",NA,"Apply today tour move in tomorrow","$2,065 ",2,1799,"/apa/5541353426.html",5541353426,"Philadelphia"
"497","Manayunk",6,"(4601 Flat Rock Road)",NA,"Service with a lifestyle","$2,450 ",2,2115,"/apa/5541532680.html",5541532680,"Philadelphia"
"498","Manayunk",6,"(4601 Flat Rock Road)",NA,"Apply today tour move in tomorrow","$2,480 ",2,2245,"/apa/5541510736.html",5541510736,"Philadelphia"
"499","Manayunk",6,"(Manayunk)",NA,"PatioBalcony, Upgrades Throughout, Washer/Dryer In Every Apartment","$1,090 ",1,NA,"/apa/5540981838.html",5540981838,"Philadelphia"
"500","Manayunk",6,"(4601 Flat Rock Road)",NA,"Blending relaxation with sophistication to create the ideal place","$2,095 ",2,1180,"/apa/5541265602.html",5541265602,"Philadelphia"
"501","Manayunk",6,"(294 Leverington Ave)",4485925804,"Manayunk 3 BR","$1,400 ",3,1200,"/apa/5541847719.html",5541847719,"Philadelphia"
"502","Manayunk",6,"(4601 Flat Rock Road)",NA,"Spacious modern luxury","$2,065 ",2,1799,"/apa/5541348146.html",5541348146,"Philadelphia"
"503","Manayunk",6,"(294 Leverington Ave)",4485925804,"Manayunk 3 BR","$1,400 ",3,1200,"/apa/5541770935.html",5541770935,"Philadelphia"
"504","Manayunk",6,"(Manayunk)",5508941380,"Spacious Newly Renovated Two Bedroom Apartment","$1,160 ",2,1200,"/apa/5540822030.html",5540822030,"Philadelphia"
"505","Manayunk",6,"(Manayunk)",NA,"Utilities included, Updated 1 bedroom apartment","$700 ",1,NA,"/apa/5540568873.html",5540568873,"Philadelphia"
